key;variant;instruction;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv
menu.maximumCount.accessibility %lld;;"VoiceOver label (not shown on screen). Favour clarity over brevity. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 26 characters. Try to stay close to that.";Maximum reached %lld times;Maximum %lld keer behaald;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.moreLevels;;Menu item. Keep it short. English is 11 characters. Try to stay close to that.;More levels;Meer levels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.options;;Menu item. Keep it short. English is 12 characters. Try to stay close to that.;Game options;Spelopties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.premium;;Menu item. Keep it short. English is 7 characters. Try to stay close to that.;Premium;Premium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.premiumTables;;Menu item. Keep it short. English is 14 characters. Try to stay close to that.;Premium tables;Premium-tafels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.startHere;;Menu item. Keep it short. English is 10 characters. Try to stay close to that.;Start here;Start hier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.trophies %lld;one;"Menu item. Keep it short. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 11 characters. Try to stay close to that.";%lld trophy;%lld trofee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.trophies %lld;other;"Menu item. Keep it short. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 13 characters. Try to stay close to that.";%lld trophies;%lld trofeeën;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
menu.unlockWithPremium;;Menu item. Keep it short. English is 24 characters. Try to stay close to that.;Unlock more with Premium;Ontgrendel meer met Premium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.fractions.multiple;;In-app text. English is 8 characters. Try to stay close to that.;Multiple;Meerdere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.fractions.single;;In-app text. English is 6 characters. Try to stay close to that.;Single;Eén deel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.mix;;In-app text. English is 3 characters. Try to stay close to that.;Mix;Mix;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.mixed;;In-app text. English is 5 characters. Try to stay close to that.;Mixed;Gemixt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.order;;In-app text. English is 5 characters. Try to stay close to that.;Order;Reeks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.percentages.decimal;;In-app text. English is 7 characters. Try to stay close to that.;Decimal;Komma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.percentages.whole;;In-app text. English is 5 characters. Try to stay close to that.;Whole;Heel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.random;;In-app text. English is 6 characters. Try to stay close to that.;Random;Hussel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mode.standard;;In-app text. English is 8 characters. Try to stay close to that.;Standard;Standaard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.addition.intro;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 33 characters. Try to stay close to that.;You only get |addition| problems.;Je krijgt alleen sommen met |optellen|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.addition.mixed %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 41 characters. Try to stay close to that.";You add %lld |or less| to another number.;Je telt steeds %lld |of lager| op bij een ander getal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.addition.order %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 41 characters. Try to stay close to that.";You always add %lld in |ascending order|.;Je telt steeds %lld op in |oplopende volgorde|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.addition.random %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 41 characters. Try to stay close to that.";You always add %lld to a |random number|.;Je telt steeds %lld op bij een |willekeurig getal|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.addition.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 15 characters. Try to stay close to that.";Addition · %lld;Optellen · %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.additionMix.b1;;Short bullet on the pre-game card. Keep it concise. English is 33 characters. Try to stay close to that.;Keep adding two numbers together.;Tel steeds twee getallen bij elkaar op.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.additionMix.b2 %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 27 characters. Try to stay close to that.";The answer is at most %lld.;De uitkomst is maximaal %lld.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.additionMix.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 14 characters. Try to stay close to that.";Add up to %lld;Optellen tot %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.intro;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 33 characters. Try to stay close to that.;You only get |fraction| problems.;Je krijgt alleen sommen met |breuken|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.mixed;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 55 characters. Try to stay close to that.;You get fractions from this level and |earlier levels|.;Je krijgt breuken uit dit level en |eerdere levels|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.order %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 49 characters. Try to stay close to that.";You always take |1 part| out of %lld equal parts.;Je neemt steeds |1 deel| van %lld gelijke delen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.premium.b1 %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 66 characters. Try to stay close to that.";Work out fractions of round numbers from %lld and previous levels.;Bereken breuken van ronde getallen uit level %lld en eerdere levels.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.premium.b2;;Short bullet on the pre-game card. Keep it concise. English is 56 characters. Try to stay close to that.;The numbers stay round, so the answers are always whole.;De getallen blijven rond, dus de antwoorden zijn altijd heel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.premium.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 17 characters. Try to stay close to that.";Fractions to %lld;Breuken tot %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.random %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 53 characters. Try to stay close to that.";You take |one or more parts| out of %lld equal parts.;Je neemt steeds |één of meerdere delen| van %lld gelijke delen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractions.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 16 characters. Try to stay close to that.";Fractions · %lld;Breuken · %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractionsMix.b1;;Short bullet on the pre-game card. Keep it concise. English is 52 characters. Try to stay close to that.;Work out a part of a whole and make fractions equal.;Reken een deel van een geheel uit en maak breuken gelijk.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractionsMix.b2;;Short bullet on the pre-game card. Keep it concise. English is 53 characters. Try to stay close to that.;Add and subtract fractions with the same denominator.;Tel breuken met dezelfde noemer op en trek ze van elkaar af.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.fractionsMix.title;;Heading. Short and punchy. English is 15 characters. Try to stay close to that.;Fractions mixed;Breuken door elkaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.intro;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 35 characters. Try to stay close to that.;You only get |percentage| problems.;Je krijgt alleen sommen met |percentages|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.mixed;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 57 characters. Try to stay close to that.;You get percentages from this level and |earlier levels|.;Je krijgt percentages uit dit level en |eerdere levels|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.order %@;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%@); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 60 characters. Try to stay close to that.";You always calculate %@, and the answer is a |whole number|.;Je neemt steeds %@ en de uitkomst is een |heel getal|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.premium.b1 %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 49 characters. Try to stay close to that.";Work out percentages of round numbers up to %lld.;Bereken percentages van ronde getallen tot %lld.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.premium.b2;;Short bullet on the pre-game card. Keep it concise. English is 56 characters. Try to stay close to that.;The amounts stay round, so the answers are always whole.;De bedragen blijven rond, dus de antwoorden zijn altijd heel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.premium.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 19 characters. Try to stay close to that.";Percentages to %lld;Procenten tot %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.random %@;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%@); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 64 characters. Try to stay close to that.";You always calculate %@, and the answer can also be a |decimal|.;Je neemt steeds %@ en de uitkomst kan ook een |kommagetal| zijn.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentages.title %@;;"Heading. Short and punchy. Keep the placeholders exactly (%@); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 12 characters. Try to stay close to that.";Calculate %@;%@ rekenen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentagesMix.b1;;Short bullet on the pre-game card. Keep it concise. English is 34 characters. Try to stay close to that.;Work out a percentage of a number.;Reken een percentage van een getal uit.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentagesMix.b2;;Short bullet on the pre-game card. Keep it concise. English is 42 characters. Try to stay close to that.;Convert between percentages and fractions.;Zet percentages en breuken in elkaar om.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.percentagesMix.title;;Heading. Short and punchy. English is 17 characters. Try to stay close to that.;Percentages mixed;Procenten door elkaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtraction.intro;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 36 characters. Try to stay close to that.;You only get |subtraction| problems.;Je krijgt alleen sommen met |aftrekken|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtraction.mixed %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 48 characters. Try to stay close to that.";You subtract %lld |or less| from another number.;Je trekt steeds %lld |of lager| af van een ander getal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtraction.order %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 47 characters. Try to stay close to that.";You always subtract %lld in |descending order|.;Je trekt steeds %lld af in |aflopende volgorde|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtraction.random %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 48 characters. Try to stay close to that.";You always subtract %lld from a |random number|.;Je trekt steeds %lld af van een |willekeurig getal|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtraction.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 18 characters. Try to stay close to that.";Subtraction · %lld;Aftrekken · %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtractionMix.b2 %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 33 characters. Try to stay close to that.";The first number is at most %lld.;Het eerste getal is maximaal %lld.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtractionMix.belowZero.b2;;Short bullet on the pre-game card. Keep it concise. English is 29 characters. Try to stay close to that.;The answer may go below zero.;De uitkomst mag onder nul komen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtractionMix.belowZero.title;;Heading. Short and punchy. English is 10 characters. Try to stay close to that.;Below zero;Onder nul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtractionMix.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 19 characters. Try to stay close to that.";Subtract up to %lld;Aftrekken tot %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.subtractionMix.twoNumbers;;Short bullet on the pre-game card. Keep it concise. English is 29 characters. Try to stay close to that.;Keep subtracting two numbers.;Trek steeds twee getallen van elkaar af.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.super.b2 %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 74 characters. Try to stay close to that.";The difficulty can increase up to |level %lld| for each selected category.;De moeilijkheid kan oplopen tot |level %lld| van elk geselecteerd onderdeel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superAll.b1;;Short bullet on the pre-game card. Keep it concise. English is 77 characters. Try to stay close to that.;Practice adding, subtracting, tables, fractions and percentages all mixed up.;Oefen optellen, aftrekken, tafels, breuken en procenten door elkaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superAll.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 13 characters. Try to stay close to that.";Supermix %lld;Supermix %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superBasic.b1;;Short bullet on the pre-game card. Keep it concise. English is 45 characters. Try to stay close to that.;Practice adding and subtracting all mixed up.;Oefen optellen en aftrekken door elkaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superBasic.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 13 characters. Try to stay close to that.";Supermix %lld;Supermix %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superFraction.b1;;Short bullet on the pre-game card. Keep it concise. English is 64 characters. Try to stay close to that.;Practice adding, subtracting, tables and fractions all mixed up.;Oefen optellen, aftrekken, tafels en breuken door elkaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superFraction.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 13 characters. Try to stay close to that.";Supermix %lld;Supermix %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superTimes.b1;;Short bullet on the pre-game card. Keep it concise. English is 53 characters. Try to stay close to that.;Practice adding, subtracting and tables all mixed up.;Oefen optellen, aftrekken en tafels door elkaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.superTimes.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 13 characters. Try to stay close to that.";Supermix %lld;Supermix %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.tables.intro;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 39 characters. Try to stay close to that.;You only get |multiplication| problems.;Je krijgt alleen sommen met |vermenigvuldigen|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.tables.mixed %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 53 characters. Try to stay close to that.";You get all times tables |up to %lld| mixed together.;Je krijgt alle tafels |tot en met %lld| door elkaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.tables.multiplyBy;;Short bullet on the pre-game card. Keep it concise. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 41 characters. Try to stay close to that.;Each table times a number from |1 to 12|.;Elke tafel keer een getal van |1 tot 12|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.tables.order %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 50 characters. Try to stay close to that.";You get the %lld times table in |ascending order|.;Je krijgt de tafel van %lld in |oplopende volgorde|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.tables.random %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. |pipes| mark bold text (1 pair(s) here). Wrap the matching word(s) in your language in |pipes|, do not translate the pipes away. English is 47 characters. Try to stay close to that.";You get the %lld times table in |random order|.;Je krijgt de tafel van %lld in |willekeurige volgorde|.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
