key;variant;instruction;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv
settings.playGoals;;Settings text. Keep it compact. English is 10 characters. Try to stay close to that.;Play goals;Speeldoelen;Speeldoelwitte;Objektivat e lojës;የጨዋታ ግቦች;أهداف اللعب;Խաղի նպատակներ;খেলৰ লক্ষ্য;Oyun hədəfləri;Jolas-helburuak;খেলার লক্ষ্য;ကစားချိန်ပန်းတိုင်များ;Ciljevi igranja;Цели за игра;Objectius de joc;游戏目标;Spillemål;Spielziele;Mängueesmärgid;Spælimál;Pelitavoitteet;Objectifs de jeu;Obxectivos de xogo;თამაშის მიზნები;Στόχοι παιχνιδιού;રમતના લક્ષ્યો;יעדי משחק;खेल लक्ष्य;Játékcélok;Spriocanna imeartha;Spilamarkmið;Target bermain;Obiettivi di gioco;あそぶ目標;ಆಟದ ಗುರಿಗಳು;Ойын мақсаттары;គោលដៅលេង;놀이 목표;Ciljevi igranja;ເປົ້າໝາຍການຫຼິ້ນ;Spēles mērķi;Žaidimo tikslai;Цели за играње;Sasaran main;കളിലക്ഷ്യങ്ങൾ;खेळाची ध्येये;Тоглох зорилгууд;खेल लक्ष्य;Spillemål;Ігрові цілі;ଖେଳ ଲକ୍ଷ୍ୟ;ئويۇن نىشانلىرى;O‘yin maqsadlari;هدف‌های بازی;Cele gry;Metas de jogo;ਖੇਡਣ ਦੇ ਟੀਚੇ;Obiective de joc;Цели игры;Ciljevi igranja;ක්‍රීඩා ඉලක්ක;Herné ciele;Igralni cilji;Objetivos de juego;Malengo ya kucheza;ක්‍රීඩා ඉලක්ක;விளையாட்டு இலக்குகள்;เป้าหมายการเล่น;རྩེད་མོའི་དམིགས་ཡུལ;Herní cíle;Oyun hedefleri;کھیل کے اہداف;Mục tiêu chơi;Nodau chwarae;Мэты гульні;Imigomo yokudlala;Spelmål
settings.premiumUnlocked;;Settings text. Keep it compact. English is 28 characters. Try to stay close to that.;Premium unlocked. Thank you!;Premium ontgrendeld. Bedankt!;Premium ontsluit. Dankie!;Premium u zhbllokua. Faleminderit!;ፕሪሚየም ተከፍቷል። እናመሰግናለን!;تم فتح المميز. شكرًا لك!;Պրեմիումը բացված է։ Շնորհակալություն։;প্ৰিমিয়াম খোলা হ’ল। ধন্যবাদ!;Premium açıldı. Təşəkkürlər!;Premium desblokeatuta. Eskerrik asko!;প্রিমিয়াম আনলক হয়েছে। ধন্যবাদ!;Premium ဖွင့်ပြီးပြီ။ ကျေးဇူးတင်ပါတယ်!;Premium je otključan. Hvala!;Премиум е отключен. Благодарим!;Premium desbloquejat. Gràcies!;高级版已解锁，谢谢！;Premium er låst op. Tak!;Premium freigeschaltet. Danke!;Premium on avatud. Aitäh!;Premium er latið upp. Takk!;Premium avattu. Kiitos!;Premium débloqué. Merci !;Premium desbloqueado. Grazas!;Premium გაიხსნა. გმადლობთ!;Το Premium ξεκλειδώθηκε. Ευχαριστούμε!;પ્રીમિયમ ખૂલ્યું. આભાર!;הפרימיום נפתח. תודה!;प्रीमियम अनलॉक हो गया। धन्यवाद!;Prémium feloldva. Köszönjük!;Préimh díghlasáilte. Go raibh maith agat!;Premium opnað. Takk!;Premium terbuka. Terima kasih!;Premium sbloccato. Grazie!;プレミアムを使えるようになりました。ありがとう！;ಪ್ರೀಮಿಯಂ ತೆರೆಯಿತು. ಧನ್ಯವಾದಗಳು!;Premium ашылды. Рақмет!;បានដោះសោព្រីមៀម។ អរគុណ!;프리미엄이 열렸어요. 고마워요!;Premium je otključan. Hvala!;ປົດລັອກພຣີມຽມແລ້ວ. ຂອບໃຈ!;Premium atbloķēts. Paldies!;Premium atrakinta. Ačiū!;Премиум е отклучен. Благодариме!;Premium dibuka. Terima kasih!;പ്രീമിയം തുറന്നു. നന്ദി!;प्रीमियम उघडलं. धन्यवाद!;Премиум нээгдлээ. Баярлалаа!;प्रिमियम खुल्यो। धन्यवाद!;Premium er låst opp. Takk!;Преміум відкрито. Дякуємо!;Premium ଖୋଲିଗଲା। ଧନ୍ୟବାଦ!;Premium ئېچىلدى. رەھمەت!;Premium ochildi. Rahmat!;نسخهٔ ویژه باز شد. ممنون!;Premium odblokowane. Dziękujemy!;Premium desbloqueado. Obrigado!;ਪ੍ਰੀਮੀਅਮ ਖੁੱਲ੍ਹ ਗਿਆ। ਧੰਨਵਾਦ!;Premium deblocat. Mulțumim!;Премиум открыт. Спасибо!;Premium je otključan. Hvala!;ප්‍රීමියම් විවෘතයි. ස්තුතියි!;Premium odomknuté. Ďakujeme!;Premium odklenjen. Hvala!;Premium desbloqueado. ¡Gracias!;Premium imefunguliwa. Asante!;ප්‍රීමියම් විවෘතයි. ස්තුතියි!;பிரீமியம் திறக்கப்பட்டது. நன்றி!;ปลดล็อกพรีเมียมแล้ว ขอบคุณ!;Premium ཁ་ཕྱེ་ཟིན། ཐུགས་རྗེ་ཆེ།;Premium odemčeno. Děkujeme!;Premium açıldı. Teşekkürler!;پریمیم کھل گیا۔ شکریہ!;Đã mở khóa Premium. Cảm ơn bạn!;Premiwm wedi'i ddatgloi. Diolch!;Прэміум адкрыты. Дзякуй!;I-Premium ivuliwe. Siyabonga!;Premium upplåst. Tack!
settings.title;;Heading. Short and punchy. English is 8 characters. Try to stay close to that.;Settings;Instellingen;Instellings;Cilësimet;ቅንብሮች;الإعدادات;Կարգավորումներ;ছেটিংছ;Ayarlar;Ezarpenak;সেটিংস;ဆက်တင်များ;Postavke;Настройки;Configuració;设置;Indstillinger;Einstellungen;Seaded;Stillingar;Asetukset;Réglages;Axustes;პარამეტრები;Ρυθμίσεις;સેટિંગ્સ;הגדרות;सेटिंग्स;Beállítások;Socruithe;Stillingar;Pengaturan;Impostazioni;設定;ಸೆಟ್ಟಿಂಗ್‌ಗಳು;Баптаулар;ការកំណត់;설정;Postavke;ການຕັ້ງຄ່າ;Iestatījumi;Nustatymai;Поставки;Tetapan;ക്രമീകരണങ്ങൾ;सेटिंग्ज;Тохиргоо;सेटिङ;Innstillinger;Налаштування;ସେଟିଂସ୍;تەڭشەكلەر;Sozlamalar;تنظیمات;Ustawienia;Definições;ਸੈਟਿੰਗਾਂ;Setări;Настройки;Podešavanja;සැකසුම්;Nastavenia;Nastavitve;Ajustes;Mipangilio;සැකසුම්;அமைப்புகள்;การตั้งค่า;སྒྲིག་འགོད;Nastavení;Ayarlar;ترتیبات;Cài đặt;Gosodiadau;Налады;Izilungiselelo;Inställningar
streak.accessibility.chooseDailyGoal;;VoiceOver label (not shown on screen). Favour clarity over brevity. English is 19 characters. Try to stay close to that.;Choose a daily goal;Kies een dagelijks doel;Kies ’n daaglikse doel;Zgjidh një objektiv ditor;የቀን ግብ ምረጥ;اختر هدفًا يوميًا;Ընտրիր օրական նպատակ;এটা দৈনিক লক্ষ্য বাছা;Gündəlik hədəf seç;Aukeratu eguneko helburua;দৈনিক লক্ষ্য বেছে নাও;နေ့စဉ်ပန်းတိုင် ရွေးပါ;Izaberi dnevni cilj;Избери дневна цел;Tria un objectiu diari;选择每日目标;Vælg et dagligt mål;Wähle ein Tagesziel;Vali päevaeesmärk;Vel eitt dagligt mál;Valitse päivätavoite;Choisis un objectif quotidien;Escolle un obxectivo diario;აირჩიე დღიური მიზანი;Διάλεξε καθημερινό στόχο;દૈનિક લક્ષ્ય પસંદ કરો;בחרו יעד יומי;रोज़ का लक्ष्य चुनें;Válassz napi célt;Roghnaigh sprioc laethúil;Veldu daglegt markmið;Pilih target harian;Scegli un obiettivo giornaliero;毎日の目標をえらぶ;ದೈನಂದಿನ ಗುರಿ ಆರಿಸು;Күндік мақсатты таңда;ជ្រើសគោលដៅប្រចាំថ្ងៃ;매일 목표 선택;Odaberi dnevni cilj;ເລືອກເປົ້າໝາຍລາຍວັນ;Izvēlies dienas mērķi;Pasirink dienos tikslą;Избери дневна цел;Pilih sasaran harian;ഒരു ദിവസലക്ഷ്യം തിരഞ്ഞെടുക്കൂ;दररोजचे ध्येय निवड;Өдрийн зорилго сонго;दैनिक लक्ष्य छान;Velg et daglig mål;Обери щоденну ціль;ଦୈନିକ ଲକ୍ଷ୍ୟ ବାଛ;كۈندىلىك نىشان تاللا;Kunlik maqsadni tanla;یک هدف روزانه انتخاب کن;Wybierz cel dzienny;Escolhe uma meta diária;ਰੋਜ਼ਾਨਾ ਟੀਚਾ ਚੁਣੋ;Alege un obiectiv zilnic;Выбери цель на день;Izaberi dnevni cilj;දිනපතා ඉලක්කයක් තෝරන්න;Vyber denný cieľ;Izberi dnevni cilj;Elige un objetivo diario;Chagua lengo la kila siku;දිනපතා ඉලක්කයක් තෝරන්න;தினசரி இலக்கைத் தேர்ந்தெடு;เลือกเป้าหมายรายวัน;ཉིན་རེའི་དམིགས་ཡུལ་འདེམས།;Vyber denní cíl;Günlük hedef seç;روزانہ ہدف چنیں;Chọn mục tiêu hằng ngày;Dewis nod dyddiol;Выберы штодзённую мэту;Khetha umgomo wansuku zonke;Välj ett dagsmål
streak.accessibility.choosePeriod;;VoiceOver label (not shown on screen). Favour clarity over brevity. English is 29 characters. Try to stay close to that.;Choose a daily or weekly goal;Kies een dagelijks of wekelijks doel;Kies ’n daaglikse of weeklikse doel;Zgjidh një objektiv ditor ose javor;የቀን ወይም የሳምንት ግብ ምረጥ;اختر هدفًا يوميًا أو أسبوعيًا;Ընտրիր օրական կամ շաբաթական նպատակ;দৈনিক বা সাপ্তাহিক লক্ষ্য বাছা;Gündəlik və ya həftəlik hədəf seç;Aukeratu eguneko edo asteko helburua;দৈনিক বা সাপ্তাহিক লক্ষ্য বেছে নাও;နေ့စဉ် သို့မဟုတ် အပတ်စဉ်ပန်းတိုင် ရွေးပါ;Izaberi dnevni ili sedmični cilj;Избери дневна или седмична цел;Tria un objectiu diari o setmanal;选择每日或每周目标;Vælg et dagligt eller ugentligt mål;Wähle ein Tages- oder Wochenziel;Vali päeva- või nädalaeesmärk;Vel eitt dagligt ella vikuligt mál;Valitse päivä- tai viikkotavoite;Choisis un objectif quotidien ou hebdomadaire;Escolle un obxectivo diario ou semanal;აირჩიე დღიური ან კვირეული მიზანი;Διάλεξε καθημερινό ή εβδομαδιαίο στόχο;દૈનિક કે સાપ્તાહિક લક્ષ્ય પસંદ કરો;בחרו יעד יומי או שבועי;रोज़ या हफ्ते का लक्ष्य चुनें;Válassz napi vagy heti célt;Roghnaigh sprioc laethúil nó sheachtainiúil;Veldu daglegt eða vikulegt markmið;Pilih target harian atau mingguan;Scegli un obiettivo giornaliero o settimanale;毎日または毎週の目標をえらぶ;ದೈನಂದಿನ ಅಥವಾ ವಾರದ ಗುರಿ ಆರಿಸು;Күндік немесе апталық мақсатты таңда;ជ្រើសគោលដៅប្រចាំថ្ងៃ ឬប្រចាំសប្ដាហ៍;매일 또는 매주 목표 선택;Odaberi dnevni ili tjedni cilj;ເລືອກເປົ້າໝາຍລາຍວັນ ຫຼື ລາຍອາທິດ;Izvēlies dienas vai nedēļas mērķi;Pasirink dienos arba savaitės tikslą;Избери дневна или неделна цел;Pilih sasaran harian atau mingguan;ദിവസലക്ഷ്യമോ ആഴ്ചലക്ഷ്യമോ തിരഞ്ഞെടുക്കൂ;दररोजचे किंवा साप्ताहिक ध्येय निवड;Өдрийн эсвэл долоо хоногийн зорилго сонго;दैनिक वा साप्ताहिक लक्ष्य छान;Velg et daglig eller ukentlig mål;Обери щоденну або щотижневу ціль;ଦୈନିକ କିମ୍ବା ସାପ୍ତାହିକ ଲକ୍ଷ୍ୟ ବାଛ;كۈندىلىك ياكى ھەپتىلىك نىشان تاللا;Kunlik yoki haftalik maqsadni tanla;یک هدف روزانه یا هفتگی انتخاب کن;Wybierz cel dzienny lub tygodniowy;Escolhe uma meta diária ou semanal;ਰੋਜ਼ਾਨਾ ਜਾਂ ਹਫ਼ਤਾਵਾਰੀ ਟੀਚਾ ਚੁਣੋ;Alege un obiectiv zilnic sau săptămânal;Выбери цель на день или неделю;Izaberi dnevni ili nedeljni cilj;දිනපතා හෝ සතිපතා ඉලක්කයක් තෝරන්න;Vyber denný alebo týždenný cieľ;Izberi dnevni ali tedenski cilj;Elige un objetivo diario o semanal;Chagua lengo la kila siku au kila wiki;දිනපතා හෝ සතිපතා ඉලක්කයක් තෝරන්න;தினசரி அல்லது வார இலக்கைத் தேர்ந்தெடு;เลือกเป้าหมายรายวันหรือรายสัปดาห์;ཉིན་རེའམ་བདུན་རེའི་དམིགས་ཡུལ་འདེམས།;Vyber denní nebo týdenní cíl;Günlük veya haftalık hedef seç;روزانہ یا ہفتہ وار ہدف چنیں;Chọn mục tiêu hằng ngày hoặc hằng tuần;Dewis nod dyddiol neu wythnosol;Выберы штодзённую або штотыднёвую мэту;Khetha umgomo wansuku zonke noma wamasonto onke;Välj ett dags- eller veckomål
streak.accessibility.compact %@ %lld %lld %lld;;"VoiceOver label (not shown on screen). Favour clarity over brevity. Keep the placeholders exactly (%1$@, %2$lld, %3$lld, %4$lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 52 characters. Try to stay close to that.";%1$@, %2$lld of %3$lld minutes, %4$lld days in a row;%1$@, %2$lld van %3$lld minuten, %4$lld dagen op rij;%1$@, %2$lld van %3$lld minute, %4$lld dae in ’n ry;%1$@, %2$lld nga %3$lld minuta, %4$lld ditë rresht;%1$@፣ ከ%3$lld ደቂቃ %2$lld፣ %4$lld ቀናት በተከታታይ;%1$@، %2$lld من %3$lld دقيقة، %4$lld أيام متتالية;%1$@, %2$lld՝ %3$lld րոպեից, %4$lld օր անընդմեջ;%1$@, %3$lld মিনিটৰ ভিতৰত %2$lld, একেৰাহে %4$lld দিন;%1$@, %3$lld dəqiqədən %2$lld, ardıcıl %4$lld gün;%1$@, %3$lld minututik %2$lld, %4$lld egun jarraian;%1$@, %3$lld মিনিটের মধ্যে %2$lld, টানা %4$lld দিন;%1$@၊ %3$lld မိနစ်ထဲက %2$lld၊ %4$lld ရက်ဆက်တိုက်;%1$@, %2$lld od %3$lld minuta, %4$lld dana zaredom;%1$@, %2$lld от %3$lld минути, %4$lld поредни дни;%1$@, %2$lld de %3$lld minuts, %4$lld dies seguits;%1$@，%2$lld/%3$lld 分钟，连续 %4$lld 天;%1$@, %2$lld af %3$lld minutter, %4$lld dage i træk;%1$@, %2$lld von %3$lld Minuten, %4$lld Tage in Folge;%1$@, %2$lld / %3$lld minutit, %4$lld päeva järjest;%1$@, %2$lld av %3$lld minuttum, %4$lld dagar á rað;%1$@, %2$lld/%3$lld minuuttia, %4$lld päivää putkeen;%1$@, %2$lld sur %3$lld minutes, %4$lld jours de suite;%1$@, %2$lld de %3$lld minutos, %4$lld días seguidos;%1$@, %2$lld / %3$lld წუთი, ზედიზედ %4$lld დღე;%1$@, %2$lld από %3$lld λεπτά, %4$lld μέρες στη σειρά;%1$@, %3$lld માંથી %2$lld મિનિટ, સળંગ %4$lld દિવસ;%1$@, ‏%2$lld מתוך %3$lld דקות, %4$lld ימים ברצף;%1$@, %3$lld मिनट में से %2$lld, लगातार %4$lld दिन;%1$@, %2$lld / %3$lld perc, %4$lld nap egymás után;%1$@, %2$lld as %3$lld nóiméad, %4$lld lá as a chéile;%1$@, %2$lld af %3$lld mínútum, %4$lld dagar í röð;%1$@, %2$lld dari %3$lld menit, %4$lld hari berturut-turut;%1$@, %2$lld su %3$lld minuti, %4$lld giorni di fila;%1$@、%3$lld分中%2$lld分、%4$lld日れんぞく;%1$@, %3$lld ನಿಮಿಷಗಳಲ್ಲಿ %2$lld, ಸತತ %4$lld ದಿನಗಳು;%1$@, %3$lld минуттың %2$lld минуты, қатарынан %4$lld күн;%1$@, %2$lld ក្នុងចំណោម %3$lld នាទី, %4$lld ថ្ងៃជាប់គ្នា;%1$@, %3$lld분 중 %2$lld분, %4$lld일 연속;%1$@, %2$lld od %3$lld minuta, %4$lld dana zaredom;%1$@, %2$lld ຈາກ %3$lld ນາທີ, %4$lld ມື້ຕິດກັນ;%1$@, %2$lld no %3$lld minūtēm, %4$lld dienas pēc kārtas;%1$@, %2$lld iš %3$lld minučių, %4$lld dienas iš eilės;%1$@, %2$lld од %3$lld минути, %4$lld дена по ред;%1$@, %2$lld daripada %3$lld minit, %4$lld hari berturut-turut;%1$@, %3$lld മിനിറ്റിൽ %2$lld, തുടർച്ചയായി %4$lld ദിവസം;%1$@, %3$lld पैकी %2$lld मिनिटे, सलग %4$lld दिवस;%1$@, %3$lld минутаас %2$lld, %4$lld өдөр дараалан;%1$@, %3$lld मिनेटमध्ये %2$lld, लगातार %4$lld दिन;%1$@, %2$lld av %3$lld minutter, %4$lld dager på rad;%1$@, %2$lld із %3$lld хвилин, %4$lld днів поспіль;%1$@, %3$lld ମିନିଟ୍‌ରୁ %2$lld, ଲଗାତାର %4$lld ଦିନ;%1$@، %3$lld مىنۇتنىڭ %2$lld، ئۇدا %4$lld كۈن;%1$@, %3$lld daqiqadan %2$lld daqiqa, ketma-ket %4$lld kun;%1$@، %2$lld از %3$lld دقیقه، %4$lld روز پشت سر هم;%1$@, %2$lld z %3$lld minut, %4$lld dni z rzędu;%1$@, %2$lld de %3$lld minutos, %4$lld dias seguidos;%1$@, %3$lld ਵਿੱਚੋਂ %2$lld ਮਿੰਟ, ਲਗਾਤਾਰ %4$lld ਦਿਨ;%1$@, %2$lld din %3$lld minute, %4$lld zile la rând;%1$@, %2$lld из %3$lld минут, %4$lld дней подряд;%1$@, %2$lld od %3$lld minuta, %4$lld dana zaredom;%1$@, මිනිත්තු %2$lld / %3$lld, දින %4$lldක් පේළියට;%1$@, %2$lld z %3$lld minút, %4$lld dní za sebou;%1$@, %2$lld od %3$lld minut, %4$lld dni zapored;%1$@, %2$lld de %3$lld minutos, %4$lld días seguidos;%1$@, dakika %2$lld kati ya %3$lld, siku %4$lld mfululizo;%1$@, මිනිත්තු %2$lld / %3$lld, දින %4$lldක් පේළියට;%1$@, %3$lld நிமிடங்களில் %2$lld, தொடர்ந்து %4$lld நாட்கள்;%1$@, %2$lld จาก %3$lld นาที, ต่อเนื่อง %4$lld วัน;%1$@, སྐར་མ་ %2$lld ནས་ %3$lld, ཉིན་ %4$lld བསྟུད་མར།;%1$@, %2$lld z %3$lld minut, %4$lld dní v řadě;%1$@, %2$lld/%3$lld dakika, üst üste %4$lld gün;%1$@، %3$lld میں سے %2$lld منٹ، لگاتار %4$lld دن;%1$@, %2$lld trên %3$lld phút, %4$lld ngày liên tiếp;%1$@, %2$lld o %3$lld munud, %4$lld diwrnod yn olynol;%1$@, %2$lld з %3$lld хвілін, %4$lld дзён запар;%1$@, %2$lld kwemizuzu engu-%3$lld, izinsuku ezingu-%4$lld zilandelana;%1$@, %2$lld av %3$lld minuter, %4$lld dagar i rad
streak.accessibility.daily %lld %lld;;"VoiceOver label (not shown on screen). Favour clarity over brevity. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 34 characters. Try to stay close to that.";Daily streak, %lld of %lld minutes;Dagelijkse streak, %lld van %lld minuten;Daaglikse reeks, %lld van %lld minute;Seria ditore, %lld nga %lld minuta;የቀን ተከታታይነት፣ ከ%lld ደቂቃ %lld;استمرار يومي، %lld من %lld دقيقة;Օրական շարք՝ %lld՝ %lld րոպեից;দৈনিক ধাৰাবাহিকতা, %lld মিনিটৰ ভিতৰত %lld;Gündəlik ardıcıllıq, %lld dəqiqədən %lld;Eguneko segida, %lld / %lld minutu;দৈনিক ধারা, %lld-এর মধ্যে %lld মিনিট;နေ့စဉ်ဆက်တိုက်၊ %lld မိနစ်ထဲက %lld;Dnevni niz, %lld od %lld minuta;Дневна поредица, %lld от %lld минути;Ratxa diària, %lld de %lld minuts;每日连续，%lld/%lld 分钟;Daglig serie, %lld af %lld minutter;Tagesstrecke, %lld von %lld Minuten;Päevane seeria, %lld / %lld minutit;Dagligt rað, %lld av %lld minuttum;Päiväputki, %lld/%lld minuuttia;Série quotidienne, %lld sur %lld minutes;Serie diaria, %lld de %lld minutos;დღიური სერია, %lld / %lld წუთი;Καθημερινό σερί, %lld από %lld λεπτά;દૈનિક સળંગતા, %lld માંથી %lld મિનિટ;רצף יומי, %lld מתוך %lld דקות;रोज़ की लड़ी, %lld में से %lld मिनट;Napi sorozat, %lld / %lld perc;Sraith laethúil, %lld as %lld nóiméad;Dagleg röð, %lld af %lld mínútum;Rentetan harian, %lld dari %lld menit;Serie giornaliera, %lld su %lld minuti;毎日のれんぞく、%lld分中%lld分;ದೈನಂದಿನ ಸರಣಿ, %lld/%lld ನಿಮಿಷ;Күндік тізбек, %lld / %lld минут;លេងជាប់គ្នាប្រចាំថ្ងៃ %lld ក្នុងចំណោម %lld នាទី;매일 연속 기록, %lld/%lld분;Dnevni niz, %lld od %lld minuta;ຕໍ່ເນື່ອງລາຍວັນ, %lld ຈາກ %lld ນາທີ;Dienas sērija, %lld no %lld minūtēm;Dienos serija, %lld iš %lld minučių;Дневна низа, %lld од %lld минути;Rentetan harian, %lld daripada %lld minit;ദിവസതുടർച്ച, %lldൽ %lld മിനിറ്റ്;दैनिक सलग खेळ, %lld पैकी %lld मिनिटे;Өдрийн дараалал, %lld минутаас %lld;दैनिक क्रम, %lld मिनेटमध्ये %lld;Daglig rekke, %lld av %lld minutter;Щоденна серія: %lld із %lld хвилин;ଦୈନିକ ଧାରା, %lld ମିନିଟ୍‌ରୁ %lld;كۈندىلىك داۋام، %lld/%lld مىنۇت;Kunlik ketma-ketlik, %lld daqiqadan %lld daqiqa;زنجیرهٔ روزانه، %lld از %lld دقیقه;Seria dzienna, %lld z %lld minut;Sequência diária, %lld de %lld minutos;ਰੋਜ਼ਾਨਾ ਲੜੀ, %lld ਵਿੱਚੋਂ %lld ਮਿੰਟ;Serie zilnică, %lld din %lld minute;Серия за день: %lld из %lld минут;Dnevni niz, %lld od %lld minuta;දිනපතා අඛණ්ඩය, මිනිත්තු %lld / %lld;Denná séria, %lld z %lld minút;Dnevni niz, %lld od %lld minut;Racha diaria, %lld de %lld minutos;Mfululizo wa kila siku, dakika %lld kati ya %lld;දිනපතා අඛණ්ඩය, මිනිත්තු %lld / %lld;தினசரி தொடர், %lld / %lld நிமிடங்கள்;เล่นต่อเนื่องรายวัน %lld จาก %lld นาที;ཉིན་རེའི་བསྟུད་མ། སྐར་མ་ %lld ནས་ %lld;Denní série, %lld z %lld minut;Günlük seri, %lld/%lld dakika;روزانہ سلسلہ، %lld میں سے %lld منٹ;Chuỗi ngày, %lld trên %lld phút;Cyfres ddyddiol, %lld o %lld munud;Штодзённая серыя, %lld з %lld хвілін;Ukulandelana kwansuku zonke, %lld kwemizuzu engu-%lld;Daglig svit, %lld av %lld minuter
streak.daily;;Streak or progress label. Keep it short. English is 12 characters. Try to stay close to that.;Daily streak;Dagelijkse streak;Daaglikse reeks;Seria ditore;የቀን ተከታታይነት;الاستمرار اليومي;Օրական շարք;দৈনিক ধাৰাবাহিকতা;Gündəlik ardıcıllıq;Eguneko segida;দৈনিক ধারা;နေ့စဉ်ဆက်တိုက်;Dnevni niz;Дневна поредица;Ratxa diària;每日连续;Daglig serie;Tagesstrecke;Päevane seeria;Dagligt rað;Päiväputki;Série quotidienne;Serie diaria;დღიური სერია;Καθημερινό σερί;દૈનિક સળંગતા;רצף יומי;रोज़ की लड़ी;Napi sorozat;Sraith laethúil;Dagleg röð;Rentetan harian;Serie giornaliera;毎日のれんぞく;ದೈನಂದಿನ ಸರಣಿ;Күндік тізбек;លេងជាប់គ្នាប្រចាំថ្ងៃ;매일 연속 기록;Dnevni niz;ຕໍ່ເນື່ອງລາຍວັນ;Dienas sērija;Dienos serija;Дневна низа;Rentetan harian;ദിവസതുടർച്ച;दैनिक सलग खेळ;Өдрийн дараалал;दैनिक क्रम;Daglig rekke;Щоденна серія;ଦୈନିକ ଧାରା;كۈندىلىك داۋام;Kunlik ketma-ketlik;زنجیرهٔ روزانه;Seria dzienna;Sequência diária;ਰੋਜ਼ਾਨਾ ਲੜੀ;Serie zilnică;Серия за день;Dnevni niz;දිනපතා අඛණ්ඩය;Denná séria;Dnevni niz;Racha diaria;Mfululizo wa kila siku;දිනපතා අඛණ්ඩය;தினசரி தொடர்;เล่นต่อเนื่องรายวัน;ཉིན་རེའི་བསྟུད་མ;Denní série;Günlük seri;روزانہ سلسلہ;Chuỗi ngày;Cyfres ddyddiol;Штодзённая серыя;Ukulandelana kwansuku zonke;Daglig svit
streak.dayOne;;Streak or progress label. Keep it short. English is 5 characters. Try to stay close to that.;Day 1;Dag 1;Dag 1;Dita 1;ቀን 1;اليوم 1;Օր 1;১ম দিন;1-ci gün;1. eguna;দিন ১;နေ့ 1;1. dan;Ден 1;Dia 1;第 1 天;Dag 1;Tag 1;1. päev;Dagur 1;Päivä 1;Jour 1;Día 1;დღე 1;Ημέρα 1;દિવસ 1;יום 1;दिन 1;1. nap;Lá 1;Dagur 1;Hari 1;Giorno 1;1日目;ದಿನ 1;1-күн;ថ្ងៃទី 1;1일 차;Dan 1;ມື້ທີ 1;1. diena;1 diena;Ден 1;Hari 1;ദിവസം 1;दिवस 1;1 дэх өдөр;दिन १;Dag 1;День 1;ଦିନ 1;1-كۈن;1-kun;روز ۱;Dzień 1;Dia 1;ਦਿਨ 1;Ziua 1;День 1;Dan 1;දින 1;1. deň;1. dan;Día 1;Siku ya 1;දින 1;நாள் 1;วันที่ 1;ཉིན་1;Den 1;1. gün;دن 1;Ngày 1;Diwrnod 1;Дзень 1;Usuku 1;Dag 1
streak.daysInARow %lld;one;"Streak or progress label. Keep it short. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 17 characters. Try to stay close to that.";%lld day in a row;%lld dag op rij;%lld dag in ’n ry;%lld ditë rresht;%lld ቀን በተከታታይ;%lld يوم متتالٍ;%lld օր անընդմեջ;একেৰাহে %lld দিন;Ardıcıl %lld gün;%lld egun jarraian;টানা %lld দিন;%lld ရက်ဆက်တိုက်;%lld dan zaredom;%lld пореден ден;%lld dia seguit;连续 %lld 天;%lld dag i træk;%lld Tag in Folge;%lld päev järjest;%lld dag á rað;%lld päivä putkeen;%lld jour de suite;%lld día seguido;ზედიზედ %lld დღე;%lld μέρα στη σειρά;સળંગ %lld દિવસ;%lld יום ברצף;लगातार %lld दिन;%lld nap egymás után;%lld lá as a chéile;%lld dagur í röð;%lld hari berturut-turut;%lld giorno di fila;%lld日れんぞく;ಸತತ %lld ದಿನ;Қатарынан %lld күн;%lld ថ្ងៃជាប់គ្នា;%lld일 연속;%lld dan zaredom;%lld ມື້ຕິດກັນ;%lld diena pēc kārtas;%lld diena iš eilės;%lld ден по ред;%lld hari berturut-turut;തുടർച്ചയായി %lld ദിവസം;सलग %lld दिवस;%lld өдөр дараалан;लगातार %lld दिन;%lld dag på rad;%lld день поспіль;ଲଗାତାର %lld ଦିନ;ئۇدا %lld كۈن;Ketma-ket %lld kun;%lld روز پشت سر هم;%lld dzień z rzędu;%lld dia seguido;ਲਗਾਤਾਰ %lld ਦਿਨ;%lld zi la rând;%lld день подряд;%lld dan zaredom;දින %lldක් පේළියට;%lld deň za sebou;%lld dan zapored;%lld día seguido;Siku %lld mfululizo;දින %lldක් පේළියට;தொடர்ந்து %lld நாள்;ต่อเนื่อง %lld วัน;ཉིན་ %lld བསྟུད་མར།;%lld den v řadě;Üst üste %lld gün;لگاتار %lld دن;%lld ngày liên tiếp;%lld diwrnod yn olynol;%lld дзень запар;Usuku olungu-%lld lulandelana;%lld dag i rad
